account_id,month,payment_status,price_per_hour_compute,price_per_gb_storage,price_per_gb_network,billed_compute_usd,billed_storage_usd,billed_network_usd,billed_amount_usd,cost_compute_usd,cost_storage_usd,cost_network_usd,cost_usd,discount_percent,discount_usd,billed_after_discount_usd,cost_after_discount_usd,prev_month_cost,cost_change,pct_change,anomaly_type,account_name,plan_type,industry,region
A1418,2024-12,Paid,0.024,0.02,0.085,1.78,0.95,1.67,16.13,0.91,0.49,0.86,8.26,10,1.61,14.52,8.26,23.73,-15.47,-65.19,DROP,Company_1418,Enterprise,Telecom,LATAM
A0626,2024-07,Paid,0.024,0.02,0.085,2.23,2.01,1.6,18.14,1.18,1.07,0.85,9.63,0,0.0,18.14,9.63,27.64,-18.009999999999998,-65.16,DROP,Company_626,Standard,E-commerce,APAC
A0242,2024-02,Paid,0.026,0.022,0.087,1.65,0.42,1.97,10.34,1.03,0.26,1.23,6.49,5,0.52,9.82,6.49,18.63,-12.139999999999999,-65.16,DROP,Company_242,Pro,E-commerce,US-West
A0529,2024-11,Paid,0.025,0.023,0.09,2.85,0.86,1.15,17.67,1.54,0.46,0.62,9.51,10,1.77,15.9,9.51,27.19,-17.68,-65.02,DROP,Company_529,Standard,IoT,US-West
A0398,2024-03,Paid,0.025,0.023,0.09,2.12,0.89,0.57,10.94,1.13,0.48,0.3,5.83,10,1.09,9.85,5.83,16.66,-10.83,-65.01,DROP,Company_398,Enterprise,Gaming,US-West
A1475,2025-01,Paid,0.026,0.022,0.087,0.03,0.03,0.03,0.25,0.01,0.01,0.01,0.14,0,0.0,0.25,0.14,0.4,-0.26,-65.0,DROP,Company_1475,Free,Fintech,US-West
A0426,2025-02,Paid,0.025,0.023,0.09,3.37,1.65,4.55,26.76,1.75,0.86,2.37,13.95,0,0.0,26.76,13.95,39.86,-25.91,-65.0,DROP,Company_426,Pro,Gaming,APAC
A0901,2025-06,Paid,0.026,0.022,0.087,0.84,0.71,0.69,9.2,0.43,0.37,0.36,4.73,10,0.92,8.28,4.73,13.49,-8.76,-64.94,DROP,Company_901,Pro,Healthcare,US-West
A0187,2024-05,Paid,0.025,0.023,0.09,2.66,1.81,3.2,25.37,1.38,0.93,1.65,13.1,0,0.0,25.37,13.1,37.36,-24.259999999999998,-64.94,DROP,Company_187,Standard,SaaS,LATAM
A1301,2024-06,Paid,0.024,0.02,0.085,3.2,1.36,0.94,15.66,1.63,0.69,0.48,7.96,15,2.35,13.31,7.96,22.66,-14.7,-64.87,DROP,Company_1301,Pro,IoT,EMEA
A0883,2025-07,Paid,0.025,0.023,0.09,0.36,0.11,0.19,2.3,0.18,0.05,0.09,1.16,10,0.23,2.07,1.16,3.3,-2.1399999999999997,-64.85,DROP,Company_883,Standard,Healthcare,APAC
A0381,2024-03,Paid,0.025,0.023,0.09,0.04,0.02,0.07,0.42,0.02,0.01,0.04,0.24,10,0.04,0.38,0.24,0.68,-0.44000000000000006,-64.71,DROP,Company_381,Free,Healthcare,US-East
A1161,2024-03,Paid,0.024,0.02,0.085,3.45,1.44,2.62,20.51,1.81,0.75,1.38,10.75,10,2.05,18.46,10.75,30.39,-19.64,-64.63,DROP,Company_1161,Enterprise,SaaS,APAC
A0209,2025-06,Paid,0.025,0.023,0.09,2.46,0.89,0.72,12.31,1.85,0.67,0.54,9.28,5,0.62,11.69,9.28,26.0,-16.72,-64.31,DROP,Company_209,Pro,Gaming,LATAM
A1062,2025-03,Paid,0.024,0.02,0.085,0.01,0.0,0.02,0.09,0.0,0.0,0.01,0.05,0,0.0,0.09,0.05,0.14,-0.09000000000000001,-64.29,DROP,Company_1062,Free,Fintech,US-East
A0370,2025-07,Paid,0.024,0.02,0.085,1.38,1.45,1.73,12.53,0.7,0.74,0.88,6.38,0,0.0,12.53,6.38,17.86,-11.48,-64.28,DROP,Company_370,Standard,Gaming,EMEA
A0195,2025-08,Paid,0.0245,0.0215,0.086,0.08,0.02,0.06,0.44,0.04,0.01,0.03,0.24,15,0.07,0.37,0.24,0.67,-0.43000000000000005,-64.18,DROP,Company_195,Free,Healthcare,US-East
A0679,2025-02,Paid,0.026,0.022,0.087,1.28,1.97,2.05,16.23,0.7,1.07,1.12,8.85,15,2.43,13.8,8.85,24.7,-15.85,-64.17,DROP,Company_679,Standard,Gaming,APAC
A0705,2024-09,Pending,0.025,0.023,0.09,3.16,1.94,3.61,23.15,1.7,1.04,1.94,12.46,5,1.16,21.99,12.46,34.65,-22.189999999999998,-64.04,DROP,Company_705,Standard,IoT,US-East
A0441,2024-11,Paid,0.024,0.02,0.085,0.27,0.05,0.21,1.42,0.19,0.03,0.14,0.98,0,0.0,1.42,0.98,2.72,-1.7400000000000002,-63.97,DROP,Company_441,Pro,Healthcare,APAC
A0862,2025-07,Paid,0.025,0.023,0.09,1.99,1.16,2.1,13.23,1.02,0.6,1.08,6.81,0,0.0,13.23,6.81,18.88,-12.07,-63.93,DROP,Company_862,Standard,Gaming,APAC
A0965,2024-04,Paid,0.024,0.02,0.085,0.64,0.52,1.44,6.66,0.47,0.38,1.05,4.85,0,0.0,6.66,4.85,13.38,-8.530000000000001,-63.75,DROP,Company_965,Pro,Telecom,APAC
A1134,2024-10,Paid,0.025,0.023,0.09,0.47,0.47,0.21,3.85,0.28,0.28,0.12,2.28,0,0.0,3.85,2.28,6.29,-4.01,-63.75,DROP,Company_1134,Pro,Healthcare,EMEA
A1061,2024-11,Paid,0.025,0.023,0.09,1.05,1.19,2.91,14.94,0.55,0.63,1.54,7.9,15,2.24,12.7,7.9,21.78,-13.88,-63.73,DROP,Company_1061,Standard,Telecom,LATAM
A0351,2024-12,Paid,0.024,0.02,0.085,0.69,0.38,0.88,7.25,0.39,0.21,0.49,4.06,5,0.36,6.89,4.06,11.19,-7.13,-63.72,DROP,Company_351,Pro,Telecom,EMEA
A0057,2024-04,Paid,0.024,0.02,0.085,1.59,0.84,3.31,19.11,0.85,0.45,1.78,10.27,5,0.96,18.15,10.27,28.29,-18.02,-63.7,DROP,Company_57,Pro,Fintech,US-West
A1477,2025-07,Paid,0.024,0.02,0.085,1.29,0.44,1.43,7.76,0.69,0.24,0.76,4.14,0,0.0,7.76,4.14,11.39,-7.250000000000001,-63.65,DROP,Company_1477,Pro,Fintech,APAC
A0740,2024-11,Paid,0.024,0.02,0.085,0.05,0.05,0.1,0.62,0.03,0.02,0.05,0.32,5,0.03,0.59,0.32,0.88,-0.56,-63.64,DROP,Company_740,Free,Fintech,EMEA
A0576,2024-03,Paid,0.025,0.023,0.09,0.17,0.08,0.24,1.42,0.09,0.04,0.12,0.72,5,0.07,1.35,0.72,1.98,-1.26,-63.64,DROP,Company_576,Standard,Telecom,APAC
A0787,2025-07,Paid,0.024,0.02,0.085,2.91,1.63,1.07,16.02,1.5,0.84,0.55,8.24,5,0.8,15.22,8.24,22.65,-14.409999999999998,-63.62,DROP,Company_787,Standard,IoT,EMEA
A1474,2024-10,Paid,0.025,0.023,0.09,0.62,0.98,0.6,7.53,0.34,0.53,0.33,4.08,10,0.75,6.78,4.08,11.12,-7.039999999999999,-63.31,DROP,Company_1474,Standard,Telecom,EMEA
A1375,2025-03,Paid,0.024,0.02,0.085,0.64,0.35,1.7,7.12,0.36,0.2,0.96,4.01,10,0.71,6.41,4.01,10.92,-6.91,-63.28,DROP,Company_1375,Standard,Gaming,EMEA
A0874,2025-04,Paid,0.025,0.023,0.09,2.59,2.12,1.81,18.08,1.32,1.08,0.92,9.21,20,3.62,14.46,9.21,25.06,-15.849999999999998,-63.25,DROP,Company_874,Standard,SaaS,APAC
A0485,2025-05,Pending,0.025,0.023,0.09,1.71,0.84,1.97,13.91,0.88,0.43,1.01,7.16,10,1.39,12.52,7.16,19.48,-12.32,-63.24,DROP,Company_485,Standard,IoT,US-East
A1004,2025-03,Paid,0.025,0.023,0.09,0.77,0.18,0.58,4.67,0.47,0.11,0.35,2.84,10,0.47,4.2,2.84,7.69,-4.8500000000000005,-63.07,DROP,Company_1004,Standard,E-commerce,US-East
A1076,2024-04,Paid,0.024,0.02,0.085,0.86,0.28,0.62,6.85,0.65,0.21,0.47,5.17,5,0.34,6.51,5.17,13.97,-8.8,-62.99,DROP,Company_1076,Pro,E-commerce,APAC
A0763,2024-11,Paid,0.024,0.02,0.085,3.14,1.1,2.62,19.45,1.8,0.63,1.5,11.15,0,0.0,19.45,11.15,30.13,-18.979999999999997,-62.99,DROP,Company_763,Standard,Healthcare,US-East
A1432,2025-04,Paid,0.0245,0.0215,0.086,1.95,1.07,2.04,17.15,1.11,0.61,1.15,9.7,0,0.0,17.15,9.7,26.17,-16.470000000000002,-62.93,DROP,Company_1432,Pro,IoT,US-West
A0829,2025-05,Paid,0.026,0.022,0.087,2.8,1.18,3.74,17.71,1.47,0.62,1.96,9.3,10,1.77,15.94,9.3,25.08,-15.779999999999998,-62.92,DROP,Company_829,Pro,Healthcare,US-West
A0068,2025-08,Pending,0.025,0.023,0.09,1.91,1.21,1.99,15.95,1.08,0.68,1.12,9.02,0,0.0,15.95,9.02,24.32,-15.3,-62.91,DROP,Company_68,Pro,Gaming,LATAM
A1463,2025-04,Paid,0.024,0.02,0.085,1.64,0.68,2.46,16.9,0.93,0.38,1.39,9.57,0,0.0,16.9,9.57,25.78,-16.21,-62.88,DROP,Company_1463,Pro,Telecom,APAC
A1087,2024-09,Paid,0.026,0.022,0.087,0.57,0.33,0.5,4.63,0.42,0.24,0.36,3.36,5,0.23,4.4,3.36,9.02,-5.66,-62.75,DROP,Company_1087,Standard,Telecom,APAC
A0004,2024-12,Paid,0.025,0.023,0.09,3.06,1.89,4.51,21.94,1.65,1.02,2.43,11.84,10,2.19,19.75,11.84,31.78,-19.94,-62.74,DROP,Company_4,Enterprise,IoT,LATAM
A1035,2024-03,Paid,0.026,0.022,0.087,1.94,0.53,0.67,11.94,1.39,0.38,0.48,8.56,0,0.0,11.94,8.56,22.96,-14.4,-62.72,DROP,Company_1035,Pro,Healthcare,LATAM
A0119,2025-03,Paid,0.025,0.023,0.09,2.48,0.87,2.12,17.08,1.4,0.49,1.2,9.68,10,1.71,15.37,9.68,25.95,-16.27,-62.7,DROP,Company_119,Standard,IoT,LATAM
A0568,2025-05,Paid,0.025,0.023,0.09,0.13,0.03,0.09,0.69,0.07,0.02,0.05,0.37,20,0.14,0.55,0.37,0.99,-0.62,-62.63,DROP,Company_568,Free,Telecom,EMEA
A0121,2025-06,Paid,0.024,0.02,0.085,2.24,0.91,1.14,11.61,1.41,0.57,0.72,7.3,0,0.0,11.61,7.3,19.48,-12.18,-62.53,DROP,Company_121,Standard,E-commerce,LATAM
A0293,2024-03,Paid,0.025,0.023,0.09,0.06,0.04,0.07,0.45,0.04,0.03,0.04,0.27,0,0.0,0.45,0.27,0.72,-0.44999999999999996,-62.5,DROP,Company_293,Free,Healthcare,US-East
A0929,2025-07,Paid,0.025,0.023,0.09,1.57,1.19,3.1,15.85,0.82,0.62,1.62,8.28,10,1.58,14.27,8.28,22.07,-13.790000000000001,-62.48,DROP,Company_929,Pro,SaaS,US-West
A0858,2024-06,Paid,0.0245,0.0215,0.086,0.81,0.25,0.71,5.11,0.46,0.14,0.4,2.88,5,0.26,4.85,2.88,7.67,-4.79,-62.45,DROP,Company_858,Standard,Fintech,LATAM
A1026,2025-01,Paid,0.026,0.022,0.087,0.27,0.26,0.76,3.53,0.2,0.19,0.55,2.56,0,0.0,3.53,2.56,6.81,-4.25,-62.41,DROP,Company_1026,Pro,E-commerce,EMEA
A0877,2024-03,Pending,0.024,0.02,0.085,1.02,0.39,2.09,9.37,0.55,0.21,1.14,5.08,10,0.94,8.43,5.08,13.51,-8.43,-62.4,DROP,Company_877,Enterprise,SaaS,US-East
A0719,2025-09,Pending,0.026,0.022,0.087,1.53,0.83,2.98,14.81,1.14,0.62,2.21,10.98,10,1.48,13.33,10.98,29.16,-18.18,-62.35,DROP,Company_719,Standard,Healthcare,US-East
A1387,2024-03,Pending,0.026,0.022,0.087,0.04,0.05,0.11,0.57,0.02,0.02,0.06,0.29,5,0.03,0.54,0.29,0.77,-0.48000000000000004,-62.34,DROP,Company_1387,Free,Fintech,APAC
A0317,2025-08,Pending,0.0245,0.0215,0.086,0.17,0.06,0.15,1.1,0.08,0.03,0.07,0.55,5,0.06,1.04,0.55,1.46,-0.9099999999999999,-62.33,DROP,Company_317,Enterprise,E-commerce,US-West
A0060,2025-03,Paid,0.025,0.023,0.09,2.36,0.75,2.72,14.45,1.21,0.38,1.4,7.44,0,0.0,14.45,7.44,19.74,-12.299999999999997,-62.31,DROP,Company_60,Pro,Gaming,APAC
A0257,2025-03,Paid,0.026,0.022,0.087,0.86,0.49,0.92,6.91,0.46,0.26,0.5,3.73,0,0.0,6.91,3.73,9.89,-6.16,-62.29,DROP,Company_257,Pro,E-commerce,LATAM
A0279,2025-04,Paid,0.024,0.02,0.085,0.3,0.11,0.21,2.36,0.19,0.07,0.13,1.51,15,0.35,2.01,1.51,4.0,-2.49,-62.25,DROP,Company_279,Standard,Healthcare,US-East
A1416,2025-03,Paid,0.024,0.02,0.085,1.5,0.38,0.45,7.08,0.75,0.19,0.22,3.56,5,0.35,6.73,3.56,9.43,-5.869999999999999,-62.25,DROP,Company_1416,Pro,IoT,US-East
A0039,2025-02,Overdue,0.025,0.023,0.09,0.22,0.19,0.41,2.1,0.13,0.12,0.25,1.28,10,0.21,1.89,1.28,3.39,-2.1100000000000003,-62.24,DROP,Company_39,Enterprise,Gaming,US-West
A0199,2025-06,Paid,0.024,0.02,0.085,0.1,0.04,0.11,0.86,0.06,0.02,0.06,0.48,20,0.17,0.69,0.48,1.27,-0.79,-62.2,DROP,Company_199,Pro,Fintech,US-East
A0818,2024-12,Paid,0.024,0.02,0.085,1.82,0.47,2.05,10.02,1.11,0.29,1.25,6.11,10,1.0,9.02,6.11,16.16,-10.05,-62.19,DROP,Company_818,Standard,SaaS,EMEA
A0014,2025-01,Paid,0.026,0.022,0.087,1.47,0.79,0.68,10.36,0.82,0.44,0.38,5.77,0,0.0,10.36,5.77,15.24,-9.47,-62.14,DROP,Company_14,Standard,SaaS,EMEA
A1001,2024-08,Paid,0.024,0.02,0.085,0.58,0.53,0.64,4.94,0.38,0.34,0.41,3.2,0,0.0,4.94,3.2,8.45,-5.249999999999999,-62.13,DROP,Company_1001,Enterprise,IoT,APAC
A0192,2025-07,Paid,0.025,0.023,0.09,3.1,1.04,2.61,18.88,1.83,0.61,1.54,11.13,0,0.0,18.88,11.13,29.38,-18.25,-62.12,DROP,Company_192,Standard,SaaS,APAC
A0713,2024-09,Paid,0.0245,0.0215,0.086,1.7,0.73,3.45,16.22,0.87,0.37,1.77,8.31,5,0.81,15.41,8.31,21.93,-13.62,-62.11,DROP,Company_713,Pro,SaaS,US-West
A0090,2025-07,Paid,0.025,0.023,0.09,2.21,0.96,2.34,15.04,1.35,0.58,1.43,9.15,0,0.0,15.04,9.15,24.14,-14.99,-62.1,DROP,Company_90,Pro,IoT,APAC
A0026,2024-04,Paid,0.025,0.023,0.09,3.84,1.97,5.28,26.01,2.25,1.16,3.1,15.26,0,0.0,26.01,15.26,40.25,-24.990000000000002,-62.09,DROP,Company_26,Pro,E-commerce,US-West
A0983,2025-05,Paid,0.025,0.023,0.09,3.49,1.2,1.53,20.15,1.93,0.66,0.85,11.16,15,3.02,17.13,11.16,29.42,-18.26,-62.07,DROP,Company_983,Pro,Fintech,APAC
A0953,2024-02,Paid,0.024,0.02,0.085,1.63,1.31,3.43,15.95,0.84,0.68,1.78,8.27,5,0.8,15.15,8.27,21.8,-13.530000000000001,-62.06,DROP,Company_953,Enterprise,Fintech,US-East
A1287,2025-09,Paid,0.025,0.023,0.09,1.24,1.19,2.09,15.7,0.74,0.71,1.25,9.42,10,1.57,14.13,9.42,24.82,-15.4,-62.05,DROP,Company_1287,Pro,Gaming,US-West
A0626,2024-02,Paid,0.024,0.02,0.085,3.09,1.12,2.06,22.99,1.81,0.65,1.2,13.46,0,0.0,22.99,13.46,35.43,-21.97,-62.01,DROP,Company_626,Standard,E-commerce,APAC
A0061,2024-08,Paid,0.024,0.02,0.085,0.26,0.38,0.86,3.73,0.15,0.21,0.48,2.06,5,0.19,3.54,2.06,5.41,-3.35,-61.92,DROP,Company_61,Pro,Telecom,EMEA
A0267,2024-08,Pending,0.0245,0.0215,0.086,0.21,0.08,0.3,1.85,0.11,0.04,0.16,0.99,20,0.37,1.48,0.99,2.6,-1.61,-61.92,DROP,Company_267,Standard,E-commerce,US-East
A0148,2024-11,Paid,0.026,0.022,0.087,1.34,0.83,0.95,8.14,0.68,0.42,0.48,4.12,0,0.0,8.14,4.12,10.81,-6.69,-61.89,DROP,Company_148,Pro,Telecom,APAC
A1188,2024-08,Paid,0.025,0.023,0.09,0.97,0.69,0.39,6.28,0.5,0.36,0.2,3.23,0,0.0,6.28,3.23,8.46,-5.23,-61.82,DROP,Company_1188,Standard,Gaming,APAC
A0301,2025-02,Paid,0.025,0.023,0.09,2.76,1.42,3.89,20.72,1.4,0.72,1.97,10.52,0,0.0,20.72,10.52,27.48,-16.96,-61.72,DROP,Company_301,Standard,Healthcare,LATAM
A0992,2024-05,Paid,0.024,0.02,0.085,0.63,0.24,0.79,4.95,0.41,0.16,0.52,3.22,10,0.5,4.45,3.22,8.41,-5.1899999999999995,-61.71,DROP,Company_992,Pro,IoT,APAC
A0969,2025-03,Paid,0.025,0.023,0.09,1.23,0.68,0.91,9.99,0.64,0.35,0.47,5.15,5,0.5,9.49,5.15,13.45,-8.299999999999999,-61.71,DROP,Company_969,Pro,E-commerce,LATAM
A1061,2025-09,Paid,0.025,0.023,0.09,1.78,1.09,1.23,10.21,1.08,0.66,0.74,6.18,5,0.51,9.7,6.18,16.11,-9.93,-61.64,DROP,Company_1061,Standard,Telecom,LATAM
A0296,2024-03,Paid,0.026,0.022,0.087,1.0,0.3,0.5,5.82,0.61,0.18,0.31,3.58,10,0.58,5.24,3.58,9.33,-5.75,-61.63,DROP,Company_296,Pro,Healthcare,EMEA
A1216,2024-12,Paid,0.026,0.022,0.087,0.72,0.8,1.77,8.77,0.43,0.48,1.07,5.26,0,0.0,8.77,5.26,13.71,-8.450000000000001,-61.63,DROP,Company_1216,Pro,IoT,EMEA
A1182,2024-03,Paid,0.024,0.02,0.085,1.89,0.91,0.78,11.48,1.13,0.54,0.47,6.88,20,2.3,9.18,6.88,17.93,-11.05,-61.63,DROP,Company_1182,Pro,IoT,APAC
A1137,2024-08,Paid,0.025,0.023,0.09,1.2,0.6,1.2,7.72,0.79,0.4,0.79,5.08,0,0.0,7.72,5.08,13.23,-8.15,-61.6,DROP,Company_1137,Standard,Fintech,US-West
A0510,2024-02,Paid,0.025,0.023,0.09,0.03,0.03,0.01,0.19,0.01,0.01,0.01,0.1,10,0.02,0.17,0.1,0.26,-0.16,-61.54,DROP,Company_510,Free,Gaming,US-West
A1257,2025-08,Paid,0.025,0.023,0.09,0.25,0.09,0.52,2.44,0.19,0.07,0.4,1.84,0,0.0,2.44,1.84,4.78,-2.9400000000000004,-61.51,DROP,Company_1257,Pro,Gaming,US-East
A0520,2024-03,Paid,0.026,0.022,0.087,1.72,0.81,1.44,10.84,1.21,0.57,1.01,7.6,5,0.54,10.3,7.6,19.7,-12.1,-61.42,DROP,Company_520,Pro,IoT,APAC
A0812,2025-06,Paid,0.026,0.022,0.087,0.69,0.24,0.41,3.86,0.37,0.13,0.22,2.06,5,0.19,3.67,2.06,5.34,-3.28,-61.42,DROP,Company_812,Pro,E-commerce,US-East
A0273,2024-10,Paid,0.025,0.023,0.09,2.26,2.01,3.59,21.08,1.23,1.09,1.95,11.48,5,1.05,20.03,11.48,29.73,-18.25,-61.39,DROP,Company_273,Standard,Fintech,US-West
A1327,2024-04,Paid,0.025,0.023,0.09,1.05,0.8,1.3,12.07,0.82,0.63,1.02,9.45,10,1.21,10.86,9.45,24.45,-15.0,-61.35,DROP,Company_1327,Standard,IoT,APAC
A0916,2024-04,Overdue,0.026,0.022,0.087,1.67,0.34,1.3,8.41,0.84,0.17,0.66,4.24,5,0.42,7.99,4.24,10.96,-6.720000000000001,-61.31,DROP,Company_916,Pro,E-commerce,US-West
A0810,2025-07,Paid,0.026,0.022,0.087,2.45,1.3,2.4,19.87,1.52,0.81,1.48,12.3,0,0.0,19.87,12.3,31.76,-19.46,-61.27,DROP,Company_810,Pro,E-commerce,US-East
A0271,2025-06,Paid,0.025,0.023,0.09,0.76,0.42,0.39,4.02,0.4,0.22,0.2,2.09,15,0.6,3.42,2.09,5.39,-3.3,-61.22,DROP,Company_271,Pro,SaaS,US-West
A1112,2024-12,Paid,0.026,0.022,0.087,0.26,0.3,0.71,3.17,0.18,0.21,0.5,2.2,15,0.48,2.69,2.2,5.67,-3.4699999999999998,-61.2,DROP,Company_1112,Pro,Healthcare,US-East
A0318,2025-08,Paid,0.026,0.022,0.087,0.44,0.55,1.26,5.63,0.26,0.32,0.73,3.26,5,0.28,5.35,3.26,8.4,-5.140000000000001,-61.19,DROP,Company_318,Pro,Fintech,US-East
A0041,2025-02,Paid,0.024,0.02,0.085,1.6,1.92,1.02,16.43,0.89,1.07,0.57,9.2,15,2.46,13.97,9.2,23.7,-14.5,-61.18,DROP,Company_41,Standard,Telecom,EMEA
A1260,2024-04,Paid,0.025,0.023,0.09,0.66,0.24,0.74,4.41,0.44,0.16,0.5,2.96,0,0.0,4.41,2.96,7.6,-4.64,-61.05,DROP,Company_1260,Pro,Telecom,US-West
A0178,2025-03,Paid,0.0245,0.0215,0.086,0.27,0.22,0.17,2.46,0.14,0.11,0.09,1.27,20,0.49,1.97,1.27,3.26,-1.9899999999999998,-61.04,DROP,Company_178,Pro,IoT,EMEA
A1302,2024-05,Paid,0.025,0.023,0.09,2.47,0.93,1.05,13.58,1.73,0.65,0.74,9.52,0,0.0,13.58,9.52,24.43,-14.91,-61.03,DROP,Company_1302,Pro,E-commerce,LATAM
A1181,2025-04,Paid,0.0245,0.0215,0.086,0.07,0.05,0.06,0.45,0.04,0.02,0.03,0.23,5,0.02,0.43,0.23,0.59,-0.36,-61.02,DROP,Company_1181,Free,Gaming,US-West
A1000,2024-11,Pending,0.024,0.02,0.085,2.56,1.33,4.91,26.3,1.32,0.68,2.53,13.54,5,1.32,24.98,13.54,34.67,-21.130000000000003,-60.95,DROP,Company_1000,Standard,Telecom,LATAM
A1149,2024-06,Pending,0.025,0.023,0.09,0.3,0.09,0.17,1.72,0.16,0.05,0.09,0.91,20,0.34,1.38,0.91,2.33,-1.42,-60.94,DROP,Company_1149,Pro,SaaS,LATAM
A0191,2025-05,Paid,0.025,0.023,0.09,2.51,2.58,1.3,23.53,1.51,1.55,0.78,14.11,0,0.0,23.53,14.11,36.12,-22.009999999999998,-60.94,DROP,Company_191,Pro,Gaming,US-East
A0440,2025-06,Pending,0.025,0.023,0.09,1.7,2.52,1.9,22.18,0.96,1.43,1.08,12.53,0,0.0,22.18,12.53,32.03,-19.5,-60.88,DROP,Company_440,Standard,Fintech,LATAM
A0636,2025-01,Paid,0.024,0.02,0.085,2.81,0.99,3.27,16.4,1.92,0.68,2.24,11.22,0,0.0,16.4,11.22,28.67,-17.450000000000003,-60.87,DROP,Company_636,Pro,Fintech,LATAM
A1303,2024-09,Paid,0.025,0.023,0.09,0.64,0.45,1.74,8.62,0.39,0.27,1.05,5.22,0,0.0,8.62,5.22,13.33,-8.11,-60.84,DROP,Company_1303,Pro,E-commerce,APAC
A0148,2025-02,Paid,0.026,0.022,0.087,0.66,0.52,1.36,7.89,0.33,0.26,0.68,3.96,0,0.0,7.89,3.96,10.11,-6.1499999999999995,-60.83,DROP,Company_148,Pro,Telecom,APAC
A1214,2024-05,Paid,0.025,0.023,0.09,1.56,0.75,0.74,8.73,0.84,0.4,0.4,4.71,15,1.31,7.42,4.71,12.02,-7.31,-60.82,DROP,Company_1214,Pro,E-commerce,US-West
A1257,2024-04,Paid,0.025,0.023,0.09,0.22,0.13,0.39,1.81,0.12,0.07,0.21,1.0,0,0.0,1.81,1.0,2.55,-1.5499999999999998,-60.78,DROP,Company_1257,Pro,Gaming,US-East
A0103,2024-02,Paid,0.025,0.023,0.09,1.64,0.78,1.57,12.81,0.98,0.47,0.93,7.63,0,0.0,12.81,7.63,19.45,-11.82,-60.77,DROP,Company_103,Enterprise,Gaming,US-West
A0835,2025-08,Pending,0.025,0.023,0.09,0.67,0.44,0.45,5.12,0.37,0.24,0.25,2.84,15,0.77,4.35,2.84,7.24,-4.4,-60.77,DROP,Company_835,Enterprise,E-commerce,APAC
A0269,2025-06,Pending,0.0245,0.0215,0.086,1.94,0.85,1.18,10.55,0.98,0.43,0.6,5.36,0,0.0,10.55,5.36,13.66,-8.3,-60.76,DROP,Company_269,Standard,Telecom,EMEA
A0170,2024-02,Paid,0.026,0.022,0.087,1.04,0.49,0.46,7.04,0.55,0.26,0.24,3.7,10,0.7,6.34,3.7,9.42,-5.72,-60.72,DROP,Company_170,Standard,IoT,US-West
A1429,2025-03,Pending,0.025,0.023,0.09,0.15,0.1,0.22,1.55,0.08,0.05,0.12,0.81,20,0.31,1.24,0.81,2.06,-1.25,-60.68,DROP,Company_1429,Pro,Telecom,APAC
A0244,2024-02,Paid,0.025,0.023,0.09,3.36,2.45,5.16,27.74,1.86,1.35,2.85,15.33,0,0.0,27.74,15.33,38.99,-23.660000000000004,-60.68,DROP,Company_244,Standard,E-commerce,US-West
A0491,2024-12,Paid,0.025,0.023,0.09,0.73,1.0,2.13,9.81,0.55,0.76,1.63,7.49,10,0.98,8.83,7.49,19.02,-11.53,-60.62,DROP,Company_491,Enterprise,Telecom,US-East
A0796,2025-06,Paid,0.024,0.02,0.085,1.22,0.99,2.04,10.7,0.84,0.68,1.4,7.36,5,0.54,10.16,7.36,18.67,-11.310000000000002,-60.58,DROP,Company_796,Standard,Gaming,US-East
A0536,2024-07,Pending,0.024,0.02,0.085,0.23,0.16,0.32,1.61,0.16,0.11,0.21,1.08,15,0.24,1.37,1.08,2.74,-1.6600000000000001,-60.58,DROP,Company_536,Standard,Fintech,EMEA
A1423,2024-11,Paid,0.026,0.022,0.087,1.29,0.61,0.71,6.57,0.72,0.34,0.39,3.67,5,0.33,6.24,3.67,9.31,-5.640000000000001,-60.58,DROP,Company_1423,Pro,Gaming,EMEA
A0833,2025-06,Paid,0.025,0.023,0.09,2.69,0.84,1.22,15.4,1.77,0.55,0.8,10.15,15,2.31,13.09,10.15,25.73,-15.58,-60.55,DROP,Company_833,Standard,Fintech,US-West
A0950,2025-05,Paid,0.025,0.023,0.09,0.06,0.06,0.07,0.69,0.04,0.04,0.05,0.45,5,0.03,0.66,0.45,1.14,-0.69,-60.53,DROP,Company_950,Free,IoT,LATAM
A1027,2024-08,Paid,0.025,0.023,0.09,2.31,1.3,4.1,21.53,1.18,0.66,2.08,10.94,0,0.0,21.53,10.94,27.71,-16.770000000000003,-60.52,DROP,Company_1027,Pro,IoT,EMEA
A0987,2025-03,Paid,0.024,0.02,0.085,0.82,0.5,0.59,6.48,0.41,0.25,0.3,3.27,10,0.65,5.83,3.27,8.28,-5.01,-60.51,DROP,Company_987,Standard,Fintech,LATAM
A1369,2025-08,Paid,0.025,0.023,0.09,0.81,0.24,0.39,5.18,0.43,0.13,0.2,2.74,0,0.0,5.18,2.74,6.92,-4.18,-60.4,DROP,Company_1369,Pro,Gaming,US-West
A0144,2025-09,Paid,0.026,0.022,0.087,2.08,1.47,4.99,22.78,1.12,0.79,2.68,12.21,0,0.0,22.78,12.21,30.83,-18.619999999999997,-60.4,DROP,Company_144,Standard,Fintech,US-West
